    0: 1,   # "Chưa có thang máy..." - Overall positive despite some negatives
    148: 0,   # Mixed about toilet location but overall good
    149: 0,   # Mixed about toilet but positive overall
    150: 0,   # Mixed about door noise but good service
    151: 0,   # Mixed about breakfast but good bathroom
    152: 0,   # Mixed about stairs but good breakfast area
    153: 0,   # Mixed about location but clean and good value
    154: 1,   # Positive about bed and cleanliness
    155: -1,  # Very negative about theft incident
    156: -1,  # Very negative about night staff attitude
    157: 0,   # Mixed about staff consistency but good breakfast
    158: 0,   # Mixed about deposit requirement and layout
    159: 0,   # Mixed about old wing but good staff
    160: 0,   # Mixed about bathtub leak but good room
    161: 0,   # Mixed suggestions but good room and staff
    162: 1,   # Positive about breakfast and rooftop bar
    163: -1,  # Negative about high price and view
    164: -1,  # Negative about wifi and staff attitude
    165: 0,   # Mixed about booking delay but good atmosphere
    166: 0,   # Mixed about check-in but overall good
    167: 1,   # "Vị trí tuyệt vời" - Positive about location
    168: 1,   # Positive about staff and room facilities
    169: -1,  # Negative about window and bathroom design
    170: 1,   # Positive about location and staff
    171: -1,  # Negative about room view
    172: 0,   # Mixed about layout but good staff
    173: 0,   # Mixed about pool access but good staff
    174: 1,   # Positive about security and cleanliness
    175: 0,   # Mixed about taxi but good room
    176: 0,   # Mixed about AC but clean
    177: 1,   # Positive about breakfast and bathroom
    178: 0,   # Mixed about room service but great breakfast
    179: 1,   # Very positive about room and desk
    180: 0,   # Mixed about smoking policy but peaceful
    181: 1,   # Positive about peace and staff friendliness
    182: 0,   # Mixed about breakfast variety but good location
    183: 0,   # Mixed about smoking policy but clean room
    184: 1,   # Very positive about staff and convenience
    185: 1,   # Positive about cleanliness and staff
    186: 0,   # Mixed about room service food but comfortable
    187: -1,  # Negative about room not matching booking
    188: 0,   # Detailed mixed review about facilities
    189: 0,   # Mixed about access but clean
    190: 0,   # Mixed about location but friendly staff
    191: 0,   # Mixed about soundproofing but good location
    192: 0,   # Mixed about elevator but friendly staff
    193: -1,  # Negative about AC and noise
    194: 0,   # Mixed about access but clean and central
    195: 0,   # Mixed about noise but good breakfast
    196: 0,   # Mixed about breakfast but good service
    197: 1,   # Positive about professionalism and comfort
    198: 0,   # Mixed about storage but good value
    199: 0,   # Mixed about soundproofing but nice decor
    200: -1   # Negative about wifi quality
    201: 0,   # Neutral
    202: -1,  # Negative
    203: -1,  # Negative
    204: 1,   # Positive
    205: 1,   # Positive
    206: -1,  # Negative
    207: -1,  # Negative
    208: -1,  # Negative
    209: -1,  # Negative
    210: 1,   # Positive
    211: 0,   # Neutral
    212: -1,  # Negative
    213: 1,   # Positive
    214: 0,   # Neutral
    215: -1,  # Negative
    216: -1,  # Negative
    217: 0,   # Neutral
    218: -1,  # Negative
    219: 0,   # Neutral
    220: -1,  # Negative
    221: 0,   # Neutral
    222: 1,   # Positive
    223: 0,   # Neutral
    224: 1,   # Positive
    225: 0,   # Neutral
    226: 0,   # Neutral
    227: 0,   # Neutral
    228: -1,  # Negative
    229: 1,   # Positive
    230: -1,  # Negative
    231: -1,  # Negative
    232: 1,   # Positive
    233: -1,  # Negative
    234: 0,   # Neutral
    235: -1,  # Negative
    236: 0,   # Neutral
    237: 0,   # Neutral
    238: 0,   # Neutral
    239: -1,  # Negative
    240: 0,   # Neutral
    241: 1,   # Positive
    242: -1,  # Negative
    243: -1,  # Negative
    244: -1,  # Negative
    245: 1,   # Positive
    246: -1,  # Negative
    247: 1,   # Positive
    248: 1,   # Positive
    249: -1,  # Negative
    250: 0,   # Neutral
    251: -1,  # Negative
    252: -1,  # Negative
    253: 1,   # Positive
    254: -1,  # Negative
    255: -1,  # Negative
    256: 1,   # Positive
    257: 1,   # Positive
    258: 1,   # Positive
    259: -1,  # Negative
    260: 1,   # Positive
    261: -1,  # Negative
    262: 1,   # Positive
    263: -1,  # Negative
    264: 1,   # Positive
    265: -1,  # Negative
    266: -1,  # Negative
    267: 1,   # Positive
    268: -1,  # Negative
    269: 0,   # Neutral
    270: 1,   # Positive
    271: 1,   # Positive
    272: -1,  # Negative
    273: -1,  # Negative
    274: 0,   # Neutral
    275: 1,   # Positive
    276: 0,   # Neutral
    277: 0,   # Neutral
    278: 1,   # Positive
    279: -1,  # Negative
    280: 0,   # Neutral
    281: 0,   # Neutral
    282: 1,   # Positive
    283: -1,  # Negative
    284: -1,  # Negative
    285: 1,   # Positive
    286: 1,   # Positive
    287: -1,  # Negative
    288: 1,   # Positive
    289: 0,   # Neutral
    290: -1,  # Negative
    291: -1,  # Negative
    292: 0,   # Neutral
    293: 1,   # Positive
    294: 0,   # Neutral
    295: -1,  # Negative
    296: 1,   # Positive
    297: -1,  # Negative
    298: -1,  # Negative
    299: 1,   # Positive
    300: 0    # Neutral
    301: 0,   # Neutral
    302: -1,  # Negative
    303: -1,  # Negative
    304: 1,   # Positive
    305: 1,   # Positive
    306: -1,  # Negative
    307: -1,  # Negative
    308: -1,  # Negative
    309: -1,  # Negative
    310: 1,   # Positive
    311: 0,   # Neutral
    312: -1,  # Negative
    313: 1,   # Positive
    314: 0,   # Neutral
    315: -1,  # Negative
    316: -1,  # Negative
    317: 0,   # Neutral
    318: -1,  # Negative
    319: 0,   # Neutral
    320: -1,  # Negative
    321: 0,   # Neutral
    322: 1,   # Positive
    323: 0,   # Neutral
    324: 1,   # Positive
    325: 0,   # Neutral
    326: 0,   # Neutral
    327: 0,   # Neutral
    328: -1,  # Negative
    329: 1,   # Positive
    330: -1,  # Negative
    331: -1,  # Negative
    332: 1,   # Positive
    333: -1,  # Negative
    334: 0,   # Neutral
    335: -1,  # Negative
    336: 0,   # Neutral
    337: 0,   # Neutral
    338: 0,   # Neutral
    339: -1,  # Negative
    340: 0,   # Neutral
    341: 1,   # Positive
    342: -1,  # Negative
    343: -1,  # Negative
    344: -1,  # Negative
    345: 1,   # Positive
    346: -1,  # Negative
    347: 1,   # Positive
    348: 1,   # Positive
    349: -1,  # Negative
    350: 0,   # Neutral
    351: -1,  # Negative
    352: -1,  # Negative
    353: 1,   # Positive
    354: -1,  # Negative
    355: -1,  # Negative
    356: 1,   # Positive
    357: 1,   # Positive
    358: 1,   # Positive
    359: -1,  # Negative
    360: 1,   # Positive
    361: -1,  # Negative
    362: 1,   # Positive
    363: -1,  # Negative
    364: 1,   # Positive
    365: -1,  # Negative
    366: -1,  # Negative
    367: 1,   # Positive
    368: -1,  # Negative
    369: 0,   # Neutral
    370: 1,   # Positive
    371: 1,   # Positive
    372: -1,  # Negative
    373: -1,  # Negative
    374: 0,   # Neutral
    375: 1,   # Positive
    376: 0,   # Neutral
    377: 0,   # Neutral
    378: 1,   # Positive
    379: -1,  # Negative
    380: 0,   # Neutral
    381: 0,   # Neutral
    382: 1,   # Positive
    383: -1,  # Negative
    384: -1,  # Negative
    385: 1,   # Positive
    386: 1,   # Positive
    387: -1,  # Negative
    388: 1,   # Positive
    389: 0,   # Neutral
    390: -1,  # Negative
    391: -1,  # Negative
    392: 0,   # Neutral
    393: 1,   # Positive
    394: 0,   # Neutral
    395: -1,  # Negative
    396: 1,   # Positive
    397: -1,  # Negative
    398: -1,  # Negative
    399: 1,   # Positive
    400: 0    # Neutral
    401: 0,   # Neutral
    402: -1,  # Negative
    403: -1,  # Negative
    404: 1,   # Positive
    405: 1,   # Positive
    406: -1,  # Negative
    407: -1,  # Negative
    408: -1,  # Negative
    409: -1,  # Negative
    410: 1,   # Positive
    411: 0,   # Neutral
    412: -1,  # Negative
    413: 1,   # Positive
    414: 0,   # Neutral
    415: -1,  # Negative
    416: -1,  # Negative
    417: 0,   # Neutral
    418: -1,  # Negative
    419: 0,   # Neutral
    420: -1,  # Negative
    421: 0,   # Neutral
    422: 1,   # Positive
    423: 0,   # Neutral
    424: 1,   # Positive
    425: 0,   # Neutral
    426: 0,   # Neutral
    427: 0,   # Neutral
    428: -1,  # Negative
    429: 1,   # Positive
    430: -1,  # Negative
    431: -1,  # Negative
    432: 1,   # Positive
    433: -1,  # Negative
    434: 0,   # Neutral
    435: -1,  # Negative
    436: 0,   # Neutral
    437: 0,   # Neutral
    438: 0,   # Neutral
    439: -1,  # Negative
    440: 0,   # Neutral
    441: 1,   # Positive
    442: -1,  # Negative
    443: -1,  # Negative
    444: -1,  # Negative
    445: 1,   # Positive
    446: -1,  # Negative
    447: 1,   # Positive
    448: 1,   # Positive
    449: -1,  # Negative
    450: 0,   # Neutral
    451: -1,  # Negative
    452: -1,  # Negative
    453: 1,   # Positive
    454: -1,  # Negative
    455: -1,  # Negative
    456: 1,   # Positive
    457: 1,   # Positive
    458: 1,   # Positive
    459: -1,  # Negative
    460: 1,   # Positive
    461: -1,  # Negative
    462: 1,   # Positive
    463: -1,  # Negative
    464: 1,   # Positive
    465: -1,  # Negative
    466: -1,  # Negative
    467: 1,   # Positive
    468: -1,  # Negative
    469: 0,   # Neutral
    470: 1,   # Positive
    471: 1,   # Positive
    472: -1,  # Negative
    473: -1,  # Negative
    474: 0,   # Neutral
    475: 1,   # Positive
    476: 0,   # Neutral
    477: 0,   # Neutral
    478: 1,   # Positive
    479: -1,  # Negative
    480: 0,   # Neutral
    481: 0,   # Neutral
    482: 1,   # Positive
    483: -1,  # Negative
    484: -1,  # Negative
    485: 1,   # Positive
    486: 1,   # Positive
    487: -1,  # Negative
    488: 1,   # Positive
    489: 0,   # Neutral
    490: -1,  # Negative
    491: -1,  # Negative
    492: 0,   # Neutral
    493: 1,   # Positive
    494: 0,   # Neutral
    495: -1,  # Negative
    496: 1,   # Positive
    497: -1,  # Negative
    498: -1,  # Negative
    499: 1,   # Positive
    500: 0    # Neutral
    501: 1,   # Positive
    502: -1,  # Negative
    503: 0,   # Neutral
    504: 1,   # Positive
    505: -1,  # Negative
    506: 0,   # Neutral
    507: -1,  # Negative
    508: 1,   # Positive
    509: 1,   # Positive
    510: 0,   # Neutral
    511: 0,   # Neutral
    512: 1,   # Positive
    513: 1,   # Positive
    514: -1,  # Negative
    515: -1,  # Negative
    516: 1,   # Positive
    517: -1,  # Negative
    518: 0,   # Neutral
    519: 0,   # Neutral
    520: -1,  # Negative
    521: 1,   # Positive
    522: 1,   # Positive
    523: -1,  # Negative
    524: 1,   # Positive
    525: 0,   # Neutral
    526: 0,   # Neutral
    527: 1,   # Positive
    528: -1,  # Negative
    529: 0,   # Neutral
    530: -1,  # Negative
    531: 1,   # Positive
    532: 1,   # Positive
    533: -1,  # Negative
    534: 1,   # Positive
    535: 0,   # Neutral
    536: -1,  # Negative
    537: -1,  # Negative
    538: 0,   # Neutral
    539: -1,  # Negative
    540: 0,   # Neutral
    541: 1,   # Positive
    542: -1,  # Negative
    543: 1,   # Positive
    544: 1,   # Positive
    545: 0,   # Neutral
    546: -1,  # Negative
    547: 0,   # Neutral
    548: 1,   # Positive
    549: 1,   # Positive
    550: -1,  # Negative
    551: 1,   # Positive
    552: 1,   # Positive
    553: 0,   # Neutral
    554: 1,   # Positive
    555: 1,   # Positive
    556: 0,   # Neutral
    557: -1,  # Negative
    558: 0,   # Neutral
    559: 1,   # Positive
    560: -1,  # Negative
    561: 0,   # Neutral
    562: 0,   # Neutral
    563: 1,   # Positive
    564: -1,  # Negative
    565: -1,  # Negative
    566: 0,   # Neutral
    567: -1,  # Negative
    568: 0,   # Neutral
    569: 1,   # Positive
    570: 1,   # Positive
    571: 1,   # Positive
    572: 0,   # Neutral
    573: 0,   # Neutral
    574: 0,   # Neutral
    575: 0,   # Neutral
    576: -1,  # Negative
    577: 1,   # Positive
    578: -1,  # Negative
    579: 0,   # Neutral
    580: 0,   # Neutral
    581: 0,   # Neutral
    582: 1,   # Positive
    583: 0,   # Neutral
    584: -1,  # Negative
    585: 1,   # Positive
    586: -1,  # Negative
    587: 1,   # Positive
    588: -1,  # Negative
    589: 0,   # Neutral
    590: 0,   # Neutral
    591: 0,   # Neutral
    592: -1,  # Negative
    593: 0,   # Neutral
    594: -1,  # Negative
    595: 1,   # Positive
    596: 0,   # Neutral
    597: -1,  # Negative
    598: 1,   # Positive
    599: 1,   # Positive
    600: -1   # Negative
    601: 1,   # Positive
    602: -1,  # Negative
    603: 0,   # Neutral
    604: 1,   # Positive
    605: -1,  # Negative
    606: 0,   # Neutral
    607: -1,  # Negative
    608: 1,   # Positive
    609: 1,   # Positive
    610: 0,   # Neutral
    611: 0,   # Neutral
    612: 1,   # Positive
    613: 1,   # Positive
    614: -1,  # Negative
    615: -1,  # Negative
    616: 1,   # Positive
    617: -1,  # Negative
    618: 0,   # Neutral
    619: 0,   # Neutral
    620: -1,  # Negative
    621: 1,   # Positive
    622: 1,   # Positive
    623: -1,  # Negative
    624: 1,   # Positive
    625: 0,   # Neutral
    626: 0,   # Neutral
    627: 1,   # Positive
    628: -1,  # Negative
    629: 0,   # Neutral
    630: -1,  # Negative
    631: 1,   # Positive
    632: 1,   # Positive
    633: -1,  # Negative
    634: 1,   # Positive
    635: 0,   # Neutral
    636: -1,  # Negative
    637: -1,  # Negative
    638: 0,   # Neutral
    639: -1,  # Negative
    640: 0,   # Neutral
    641: 1,   # Positive
    642: -1,  # Negative
    643: 1,   # Positive
    644: 1,   # Positive
    645: 0,   # Neutral
    646: -1,  # Negative
    647: 0,   # Neutral
    648: 1,   # Positive
    649: 1,   # Positive
    650: -1,  # Negative
    651: 1,   # Positive
    652: 1,   # Positive
    653: 0,   # Neutral
    654: 1,   # Positive
    655: 1,   # Positive
    656: 0,   # Neutral
    657: -1,  # Negative
    658: 0,   # Neutral
    659: 1,   # Positive
    660: -1,  # Negative
    661: 0,   # Neutral
    662: 0,   # Neutral
    663: 1,   # Positive
    664: -1,  # Negative
    665: -1,  # Negative
    666: 0,   # Neutral
    667: -1,  # Negative
    668: 0,   # Neutral
    669: 1,   # Positive
    670: 1,   # Positive
    671: 1,   # Positive
    672: 0,   # Neutral
    673: 0,   # Neutral
    674: 0,   # Neutral
    675: 0,   # Neutral
    676: -1,  # Negative
    677: 1,   # Positive
    678: -1,  # Negative
    679: 0,   # Neutral
    680: 0,   # Neutral
    681: 0,   # Neutral
    682: 1,   # Positive
    683: 0,   # Neutral
    684: -1,  # Negative
    685: 1,   # Positive
    686: -1,  # Negative
    687: 1,   # Positive
    688: -1,  # Negative
    689: 0,   # Neutral
    690: 0,   # Neutral
    691: 0,   # Neutral
    692: -1,  # Negative
    693: 0,   # Neutral
    694: -1,  # Negative
    695: 1,   # Positive
    696: 0,   # Neutral
    697: -1,  # Negative
    698: 1,   # Positive
    699: 1,   # Positive
    700: -1   # Negative
    701: 1,   # Positive
    702: -1,  # Negative
    703: 0,   # Neutral
    704: 1,   # Positive
    705: -1,  # Negative
    706: 0,   # Neutral
    707: -1,  # Negative
    708: 1,   # Positive
    709: 1,   # Positive
    710: 0,   # Neutral
    711: 0,   # Neutral
    712: 1,   # Positive
    713: 1,   # Positive
    714: -1,  # Negative
    715: -1,  # Negative
    716: 1,   # Positive
    717: -1,  # Negative
    718: 0,   # Neutral
    719: 0,   # Neutral
    720: -1,  # Negative
    721: 1,   # Positive
    722: 1,   # Positive
    723: -1,  # Negative
    724: 1,   # Positive
    725: 0,   # Neutral
    726: 0,   # Neutral
    727: 1,   # Positive
    728: -1,  # Negative
    729: 0,   # Neutral
    730: -1,  # Negative
    731: 1,   # Positive
    732: 1,   # Positive
    733: -1,  # Negative
    734: 1,   # Positive
    735: 0,   # Neutral
    736: -1,  # Negative
    737: -1,  # Negative
    738: 0,   # Neutral
    739: -1,  # Negative
    740: 0,   # Neutral
    741: 1,   # Positive
    742: -1,  # Negative
    743: 1,   # Positive
    744: 1,   # Positive
    745: 0,   # Neutral
    746: -1,  # Negative
    747: 0,   # Neutral
    748: 1,   # Positive
    749: 1,   # Positive
    750: -1,  # Negative
    751: 1,   # Positive
    752: 1,   # Positive
    753: 0,   # Neutral
    754: 1,   # Positive
    755: 1,   # Positive
    756: 0,   # Neutral
    757: -1,  # Negative
    758: 0,   # Neutral
    759: 1,   # Positive
    760: -1,  # Negative
    761: 0,   # Neutral
    762: 0,   # Neutral
    763: 1,   # Positive
    764: -1,  # Negative
    765: -1,  # Negative
    766: 0,   # Neutral
    767: -1,  # Negative
    768: 0,   # Neutral
    769: 1,   # Positive
    770: 1,   # Positive
    771: 1,   # Positive
    772: 0,   # Neutral
    773: 0,   # Neutral
    774: 0,   # Neutral
    775: 0,   # Neutral
    776: -1,  # Negative
    777: 1,   # Positive
    778: -1,  # Negative
    779: 0,   # Neutral
    780: 0,   # Neutral
    781: 0,   # Neutral
    782: 1,   # Positive
    783: 0,   # Neutral
    784: -1,  # Negative
    785: 1,   # Positive
    786: -1,  # Negative
    787: 1,   # Positive
    788: -1,  # Negative
    789: 0,   # Neutral
    790: 0,   # Neutral
    791: 0,   # Neutral
    792: -1,  # Negative
    793: 0,   # Neutral
    794: -1,  # Negative
    795: 1,   # Positive
    796: 0,   # Neutral
    797: -1,  # Negative
    798: 1,   # Positive
    799: 1,   # Positive
    800: -1   # Negative
    801: 1,   # Positive
    802: -1,  # Negative
    803: 0,   # Neutral
    804: 1,   # Positive
    805: -1,  # Negative
    806: 0,   # Neutral
    807: -1,  # Negative
    808: 1,   # Positive
    809: 1,   # Positive
    810: 0,   # Neutral
    811: 0,   # Neutral
    812: 1,   # Positive
    813: 1,   # Positive
    814: -1,  # Negative
    815: -1,  # Negative
    816: 1,   # Positive
    817: -1,  # Negative
    818: 0,   # Neutral
    819: 0,   # Neutral
    820: -1,  # Negative
    821: 1,   # Positive
    822: 1,   # Positive
    823: -1,  # Negative
    824: 1,   # Positive
    825: 0,   # Neutral
    826: 0,   # Neutral
    827: 1,   # Positive
    828: -1,  # Negative
    829: 0,   # Neutral
    830: -1,  # Negative
    831: 1,   # Positive
    832: 1,   # Positive
    833: -1,  # Negative
    834: 1,   # Positive
    835: 0,   # Neutral
    836: -1,  # Negative
    837: -1,  # Negative
    838: 0,   # Neutral
    839: -1,  # Negative
    840: 0,   # Neutral
    841: 1,   # Positive
    842: -1,  # Negative
    843: 1,   # Positive
    844: 1,   # Positive
    845: 0,   # Neutral
    846: -1,  # Negative
    847: 0,   # Neutral
    848: 1,   # Positive
    849: 1,   # Positive
    850: -1,  # Negative
    851: 1,   # Positive
    852: 1,   # Positive
    853: 0,   # Neutral
    854: 1,   # Positive
    855: 1,   # Positive
    856: 0,   # Neutral
    857: -1,  # Negative
    858: 0,   # Neutral
    859: 1,   # Positive
    860: -1,  # Negative
    861: 0,   # Neutral
    862: 0,   # Neutral
    863: 1,   # Positive
    864: -1,  # Negative
    865: -1,  # Negative
    866: 0,   # Neutral
    867: -1,  # Negative
    868: 0,   # Neutral
    869: 1,   # Positive
    870: 1,   # Positive
    871: 1,   # Positive
    872: 0,   # Neutral
    873: 0,   # Neutral
    874: 0,   # Neutral
    875: 0,   # Neutral
    876: -1,  # Negative
    877: 1,   # Positive
    878: -1,  # Negative
    879: 0,   # Neutral
    880: 0,   # Neutral
    881: 0,   # Neutral
    882: 1,   # Positive
    883: 0,   # Neutral
    884: -1,  # Negative
    885: 1,   # Positive
    886: -1,  # Negative
    887: 1,   # Positive
    888: -1,  # Negative
    889: 0,   # Neutral
    890: 0,   # Neutral
    891: 0,   # Neutral
    892: -1,  # Negative
    893: 0,   # Neutral
    894: -1,  # Negative
    895: 1,   # Positive
    896: 0,   # Neutral
    897: -1,  # Negative
    898: 1,   # Positive
    899: 1,   # Positive
    900: -1   # Negative
    901: 1,   # Positive
    902: -1,  # Negative
    903: 0,   # Neutral
    904: 1,   # Positive
    905: -1,  # Negative
    906: 0,   # Neutral
    907: -1,  # Negative
    908: 1,   # Positive
    909: 1,   # Positive
    910: 0,   # Neutral
    911: 0,   # Neutral
    912: 1,   # Positive
    913: 1,   # Positive
    914: -1,  # Negative
    915: -1,  # Negative
    916: 1,   # Positive
    917: -1,  # Negative
    918: 0,   # Neutral
    919: 0,   # Neutral
    920: -1,  # Negative
    921: 1,   # Positive
    922: 1,   # Positive
    923: -1,  # Negative
    924: 1,   # Positive
    925: 0,   # Neutral
    926: 0,   # Neutral
    927: 1,   # Positive
    928: -1,  # Negative
    929: 0,   # Neutral
    930: -1,  # Negative
    931: 1,   # Positive
    932: 1,   # Positive
    933: -1,  # Negative
    934: 1,   # Positive
    935: 0,   # Neutral
    936: -1,  # Negative
    937: -1,  # Negative
    938: 0,   # Neutral
    939: -1,  # Negative
    940: 0,   # Neutral
    941: 1,   # Positive
    942: -1,  # Negative
    943: 1,   # Positive
    944: 1,   # Positive
    945: 0,   # Neutral
    946: -1,  # Negative
    947: 0,   # Neutral
    948: 1,   # Positive
    949: 1,   # Positive
    950: -1,  # Negative
    951: 1,   # Positive
    952: 1,   # Positive
    953: 0,   # Neutral
    954: 1,   # Positive
    955: 1,   # Positive
    956: 0,   # Neutral
    957: -1,  # Negative
    958: 0,   # Neutral
    959: 1,   # Positive
    960: -1,  # Negative
    961: 0,   # Neutral
    962: 0,   # Neutral
    963: 1,   # Positive
    964: -1,  # Negative
    965: -1,  # Negative
    966: 0,   # Neutral
    967: -1,  # Negative
    968: 0,   # Neutral
    969: 1,   # Positive
    970: 1,   # Positive
    971: 1,   # Positive
    972: 0,   # Neutral
    973: 0,   # Neutral
    974: 0,   # Neutral
    975: 0,   # Neutral
    976: -1,  # Negative
    977: 1,   # Positive
    978: -1,  # Negative
    979: 0,   # Neutral
    980: 0,   # Neutral
    981: 0,   # Neutral
    982: 1,   # Positive
    983: 0,   # Neutral
    984: -1,  # Negative
    985: 1,   # Positive
    986: -1,  # Negative
    987: 1,   # Positive
    988: -1,  # Negative
    989: 0,   # Neutral
    990: 0,   # Neutral
    991: 0,   # Neutral
    992: -1,  # Negative
    993: 0,   # Neutral
    994: -1,  # Negative
    995: 1,   # Positive
    996: 0,   # Neutral
    997: -1,  # Negative
    998: 1,   # Positive
    999: 1,   # Positive
    1000: -1  # Negative
